cms_certification_number_ccn,provider_name,provider_address,citytown,state,zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,citation_under_idr,citation_under_iidr,location,processing_date
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-07-31,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2025-08-13,2,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-07-31,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2025-08-13,2,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-07-31,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2025-08-13,2,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-07-31,Health,F,Pharmacy Service Deficiencies,0759,Ensure medication error rates are not 5 percent or greater.,D,"Deficient, Provider has date of correction",2025-08-13,2,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-07-31,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2025-08-13,2,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-07-31,Health,F,Environmental Deficiencies,0919,Make sure that a working call system is available in each resident's  bathroom and bathing area.,E,"Deficient, Provider has date of correction",2025-08-13,2,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2024-05-21,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,D,"Deficient, Provider has date of correction",2024-06-13,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2024-05-21,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2024-06-13,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-11-21,Health,F,Quality of Life and Care Deficiencies,0699,Provide care or services that was trauma informed and/or culturally competent.,E,"Deficient, Provider has date of correction",2023-12-08,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-11-14,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,J,"Deficient, Provider has date of correction",2023-12-08,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-11-14,Health,F,Administration Deficiencies,0835,Administer the facility in a manner that enables it to use its resources effectively and efficiently.,F,"Deficient, Provider has date of correction",2023-12-08,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-09-11,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2023-10-04,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-09-11,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2023-10-04,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-09-11,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2023-10-04,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-09-11,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",E,"Deficient, Provider has date of correction",2023-10-04,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-09-11,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",D,"Deficient, Provider has date of correction",2023-10-04,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-09-11,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2023-10-04,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-09-11,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2023-10-04,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-09-11,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2023-10-04,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-08-16,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,D,"Deficient, Provider has date of correction",2023-09-05,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-08-16,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,"Deficient, Provider has date of correction",2023-09-05,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-07-20,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2023-08-14,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-06-19,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2023-07-10,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-06-19,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2023-07-10,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-06-19,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,J,"Deficient, Provider has date of correction",2023-07-10,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2023-06-19,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,J,"Deficient, Provider has date of correction",2023-07-10,3,N,Y,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-02-06,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2025-03-04,3,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-02-06,Health,F,Resident Assessment and Care Planning Deficiencies,0655,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,D,"Deficient, Provider has date of correction",2025-03-04,3,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-02-06,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,G,"Deficient, Provider has date of correction",2025-03-04,3,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-02-06,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",E,"Deficient, Provider has date of correction",2025-03-04,3,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-02-06,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",D,"Deficient, Provider has date of correction",2025-03-04,3,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-02-06,Health,F,Quality of Life and Care Deficiencies,0700,"Try different approaches before using a bed rail.  If a bed rail is needed, the facility must (1) assess a resident for safety risk; (2) review these risks and benefits with the resident/representative; (3) get informed consent; and (4) Correctly install and maintain the bed rail.",E,"Deficient, Provider has date of correction",2025-03-04,3,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-02-06,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,D,"Deficient, Provider has date of correction",2025-03-04,3,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-02-06,Health,F,Nutrition and Dietary Deficiencies,0810,Provide special eating equipment and utensils for residents who need them and appropriate assistance.,D,"Deficient, Provider has date of correction",2025-03-04,3,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415084,Elmhurst Rehabilitation and Healthcare Center,50 Maude Street,Providence,RI,02908,2025-02-06,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2025-03-04,3,Y,N,N,N,N,"50 Maude Street,Providence,RI,02908",2026-06-01
415085,Mount St Rita Health Centre,15 Sumner Brown Road,Cumberland,RI,02864,2026-02-17,Health,F,Environmental Deficiencies,0921,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",E,"Deficient, Provider has date of correction",2026-03-09,1,N,Y,N,N,N,"15 Sumner Brown Road,Cumberland,RI,02864",2026-06-01
