cms_certification_number_ccn,provider_name,provider_address,citytown,state,zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,citation_under_idr,citation_under_iidr,location,processing_date
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Quality of Life and Care Deficiencies,0675,"Honor each resident's preferences, choices, values and beliefs.",D,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",E,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,E,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,D,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Quality of Life and Care Deficiencies,0697,"Provide safe, appropriate pain management for a resident who requires such services.",D,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Nursing and Physician Services Deficiencies,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,E,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,E,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",E,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Pharmacy Service Deficiencies,0759,Ensure medication error rates are not 5 percent or greater.,E,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-09-13,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,F,"Deficient, Provider has date of correction",2024-10-13,2,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-05-09,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,J,"Deficient, Provider has date of correction",2024-05-09,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-04-02,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,D,Past Non-Compliance,2024-03-27,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2024-04-02,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,Past Non-Compliance,2024-03-27,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-11-02,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2023-11-03,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-04,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2023-11-03,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-04,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2023-11-03,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-09-13,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2023-09-25,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-09-13,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2023-09-25,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-08-24,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2023-09-05,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-08-24,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,"Deficient, Provider has date of correction",2023-09-05,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-07-26,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",E,"Deficient, Provider has date of correction",2023-08-11,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-07-26,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2023-08-11,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-07-26,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2023-08-11,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-07-26,Health,F,Quality of Life and Care Deficiencies,0791,Provide or obtain dental services for each resident.,E,"Deficient, Provider has date of correction",2023-08-11,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-06-28,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2023-07-26,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-06-28,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,E,"Deficient, Provider has date of correction",2023-07-13,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-06-28,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,G,"Deficient, Provider has date of correction",2023-07-26,3,N,Y,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0604,"Ensure that each resident is free from the use of physical restraints, unless needed for medical treatment.",D,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Resident Assessment and Care Planning Deficiencies,0655,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,D,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,D,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Quality of Life and Care Deficiencies,0693,Ensure that feeding tubes are  not used unless there is a medical reason and the resident agrees; and provide appropriate care for a resident with a feeding tube.,D,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Quality of Life and Care Deficiencies,0694,"Provide for the safe, appropriate administration of IV fluids for a resident when needed.",D,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",D,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,F,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415039,Heritage Hills Nursing & Rehabilitation Center,80 Douglas Pike,Smithfield,RI,02917,2023-10-16,Health,F,Infection Control Deficiencies,0883,Develop and implement policies and procedures for flu and pneumonia vaccinations.,E,"Deficient, Provider has date of correction",2023-11-03,3,Y,N,N,N,N,"80 Douglas Pike,Smithfield,RI,02917",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-04-30,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,"Deficient, Provider has date of correction",2026-05-15,1,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-04-30,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0606,"Not hire anyone with a finding of abuse, neglect, exploitation, or theft.",F,"Deficient, Provider has date of correction",2026-05-15,1,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-02-19,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,"Deficient, Provider has date of correction",2026-03-11,1,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-02-19,Health,F,Administration Deficiencies,0849,Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.,D,"Deficient, Provider has date of correction",2026-03-11,1,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-01-07,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2026-01-16,1,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-16,1,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2025-12-08,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",E,"Deficient, Provider has date of correction",2025-12-13,1,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2025-11-25,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",G,"Deficient, Provider has date of correction",2025-12-13,1,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2025-11-25,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,H,"Deficient, Provider has date of correction",2025-12-13,1,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-04-30,Health,F,Resident Rights Deficiencies,0557,Honor the resident's right to be treated with respect and dignity and to retain and use personal possessions.,E,"Deficient, Provider has date of correction",2026-05-15,1,Y,N,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-04-30,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2026-05-15,1,Y,N,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-04-30,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2026-05-15,1,Y,N,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-04-30,Health,F,Quality of Life and Care Deficiencies,0697,"Provide safe, appropriate pain management for a resident who requires such services.",D,"Deficient, Provider has date of correction",2026-05-15,1,Y,N,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-04-30,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,"Deficient, Provider has date of correction",2026-05-15,1,Y,N,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-04-30,Health,F,Administration Deficiencies,0849,Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.,D,"Deficient, Provider has date of correction",2026-05-15,1,Y,N,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-04-30,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-05-15,1,Y,N,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2025-04-02,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2025-05-01,2,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2024-11-07,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,E,"Deficient, Provider has date of correction",2024-11-25,2,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2024-10-08,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2024-10-21,2,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2025-04-02,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2025-05-01,2,Y,N,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2025-04-02,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,D,"Deficient, Provider has date of correction",2025-05-01,2,Y,N,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2025-04-02,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2025-05-01,2,Y,N,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2024-02-29,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,D,"Deficient, Provider has date of correction",2024-03-22,3,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2024-04-11,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,E,"Deficient, Provider has date of correction",2024-04-30,3,Y,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2024-04-11,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2024-04-30,3,Y,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2024-04-11,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2024-04-30,3,Y,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2025-04-03,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2025-05-03,1,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2025-04-03,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",E,"Deficient, Provider has date of correction",2025-05-03,1,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2025-04-03,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,D,"Deficient, Provider has date of correction",2025-05-03,1,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2025-04-03,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2025-05-03,1,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2025-04-03,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,E,"Deficient, Provider has date of correction",2025-05-03,1,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2025-04-03,Health,F,Infection Control Deficiencies,0883,Develop and implement policies and procedures for flu and pneumonia vaccinations.,E,"Deficient, Provider has date of correction",2025-05-03,1,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2024-04-30,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",E,"Deficient, Provider has date of correction",2024-05-30,2,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2024-04-30,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2024-05-30,2,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2024-04-30,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2024-05-30,2,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2024-04-30,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2024-05-30,2,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2024-04-30,Health,F,Quality of Life and Care Deficiencies,0693,Ensure that feeding tubes are  not used unless there is a medical reason and the resident agrees; and provide appropriate care for a resident with a feeding tube.,D,"Deficient, Provider has date of correction",2024-05-30,2,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2024-04-30,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,D,"Deficient, Provider has date of correction",2024-05-30,2,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
